"city","routeuid","routeid","subrouteid","direction","sequence","fromstopid","tostopid","distance","updatetime","etl_dtm"
Kaohsiung,KHH221,"221","221",1,12,"100221124252","100221147802",499.3,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,13,"100221147802","100221147812",186.0,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,14,"100221147812","100221124262",515.49,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,15,"100221124262","10022197602",1235.74,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,16,"10022197602","100221147822",417.83,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,17,"100221147822","100221147832",235.95,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,18,"100221147832","100221147842",521.27,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,19,"100221147842","100221147852",260.97,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,20,"100221147852","10022161822",814.12,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,21,"10022161822","100221147862",700.72,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,22,"100221147862","100221138752",88.91,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,23,"100221138752","100221147872",380.94,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,24,"100221147872","100221147882",234.72,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,25,"100221147882","100221147892",598.08,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,26,"100221147892","100221147902",483.11,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,27,"100221147902","100221145732",308.76,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,28,"100221145732","100221109262",205.65,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,29,"100221109262","100221109272",659.56,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,30,"100221109272","100221109282",521.54,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,31,"100221109282","100221109292",939.84,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,32,"100221109292","100221109302",1490.4,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,33,"100221109302","10022167612",191.63,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,34,"10022167612","100221109312",625.54,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,35,"100221109312","100221109322",823.9,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,36,"100221109322","100221109332",660.13,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,37,"100221109332","100221109342",404.31,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,38,"100221109342","100221109352",377.87,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,39,"100221109352","100221111482",675.77,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,40,"100221111482","100221147912",818.77,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,41,"100221147912","10022161682",631.63,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,42,"10022161682","100221147922",225.85,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,43,"100221147922","100221179382",417.05,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,44,"100221179382","100221112762",338.8,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,45,"100221112762","100221145952",406.62,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,46,"100221145952","100221112722",1395.49,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,47,"100221112722","100221107872",550.93,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH221,"221","221",1,48,"100221107872","100221133642",969.22,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH224,"224","224",0,1,,"100224136031",,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH224,"224","224",0,2,"100224136031","100224106231",673.72,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH224,"224","224",0,3,"100224106231","10022447271",619.18,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH224,"224","224",0,4,"10022447271","10022461991",193.38,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH224,"224","224",0,5,"10022461991","100224118471",629.99,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH224,"224","224",0,6,"100224118471","100224106191",403.04,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH224,"224","224",0,7,"100224106191","10022453731",354.21,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH224,"224","224",0,8,"10022453731","10022430961",326.16,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH224,"224","224",0,9,"10022430961","100224106171",239.0,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH224,"224","224",0,10,"100224106171","100224106161",555.7,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH224,"224","224",0,11,"100224106161","100224106151",296.64,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH224,"224","224",0,12,"100224106151","100224106141",635.44,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH224,"224","224",0,13,"100224106141","10022460771",610.24,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH224,"224","224",0,14,"10022460771","10022485741",297.06,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH224,"224","224",0,15,"10022485741","100224191711",387.51,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH224,"224","224",0,16,"100224191711","10022453921",612.87,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.412
Kaohsiung,KHH224,"224","224",0,17,"10022453921","10022485701",312.54,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,18,"10022485701","10022453821",454.87,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,19,"10022453821","10022475191",527.76,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,20,"10022475191","10022462371",689.22,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,21,"10022462371","100224146981",452.74,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,22,"100224146981","100224131161",266.52,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,23,"100224131161","10022484521",331.24,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,24,"10022484521","100224190281",634.64,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,25,"100224190281","100224105451",176.2,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,26,"100224105451","10022462251",301.6,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,27,"10022462251","100224105471",714.14,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,28,"100224105471","10022438661",863.27,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,29,"10022438661","100224106001",251.1,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,30,"100224106001","100224105991",315.48,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,31,"100224105991","10022429701",722.67,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,32,"10022429701","10022429791",334.17,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,33,"10022429791","10022429801",247.6,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,34,"10022429801","100224105521",345.25,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,35,"100224105521","100224105531",374.67,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,36,"100224105531","10022461971",405.41,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,37,"10022461971","10022438791",368.08,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,38,"10022438791","10022441231",365.31,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,39,"10022441231","100224105951",482.7,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,40,"100224105951","10022441351",264.34,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,41,"10022441351","100224105631",451.69,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,42,"100224105631","10022435971",368.55,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,43,"10022435971","10022436501",386.9,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,44,"10022436501","10022479401",481.51,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,45,"10022479401","100224105881",349.93,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,46,"100224105881","10022479381",394.18,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,47,"10022479381","10022420511",262.54,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,48,"10022420511","1002243321",1728.76,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,49,"1002243321","100224144951",344.36,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,50,"100224144951","10022437961",615.39,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,51,"10022437961","10022411081",332.64,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,52,"10022411081","10022411091",372.84,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,53,"10022411091","10022428401",410.92,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,54,"10022428401","10022426721",329.8,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,55,"10022426721","10022423451",395.8,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,56,"10022423451","100224105761",341.34,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,57,"100224105761","100224123171",131.35,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,58,"100224123171","10022462191",187.25,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,59,"10022462191","10022426341",224.23,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,60,"10022426341","1002247281",328.71,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,61,"1002247281","1002248251",264.2,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,62,"1002248251","10022425961",494.08,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,63,"10022425961","100224105691",402.57,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,64,"100224105691","10022461861",375.61,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,65,"10022461861","10022461881",184.42,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,66,"10022461881","10022429661",264.06,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,67,"10022429661","10022412191",235.32,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,68,"10022412191","10022440411",218.66,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",0,69,"10022440411","100224105651",525.21,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",1,1,,"100224105652",,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",1,2,"100224105652","10022439982",557.08,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",1,3,"10022439982","10022422242",219.37,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",1,4,"10022422242","10022429502",240.2,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",1,5,"10022429502","100224105672",268.84,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",1,6,"100224105672","100224105682",177.79,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",1,7,"100224105682","100224105692",381.61,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",1,8,"100224105692","100224105702",406.51,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",1,9,"100224105702","10022426222",432.13,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",1,10,"10022426222","10022426262",336.47,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",1,11,"10022426262","1002245612",299.32,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",1,12,"1002245612","100224105752",236.0,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",1,13,"100224105752","100224122982",169.04,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",1,14,"100224122982","100224105762",132.85,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",1,15,"100224105762","10022423722",364.53,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",1,16,"10022423722","10022428382",346.76,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",1,17,"10022428382","100224105792",342.45,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",1,18,"100224105792","10022411022",466.14,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",1,19,"10022411022","100224105812",363.49,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",1,20,"100224105812","10022438002",256.74,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",1,21,"10022438002","100224146322",588.69,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.413
Kaohsiung,KHH224,"224","224",1,22,"100224146322","1002243932",427.43,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,23,"1002243932","10022436212",1670.83,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,24,"10022436212","100224105872",337.76,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,25,"100224105872","100224105882",320.89,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,26,"100224105882","10022479442",318.88,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,27,"10022479442","100224105912",420.62,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,28,"100224105912","10022436512",606.58,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,29,"10022436512","10022435912",238.92,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,30,"10022435912","10022442412",421.09,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,31,"10022442412","100224105952",264.21,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,32,"100224105952","10022442512",504.7,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,33,"10022442512","100224105962",333.76,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,34,"100224105962","100224105972",399.2,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,35,"100224105972","10022439442",494.87,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,36,"10022439442","100224191362",282.56,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,37,"100224191362","10022429882",348.54,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,38,"10022429882","10022429992",249.66,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,39,"10022429992","10022430052",306.6,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,40,"10022430052","100224105502",798.98,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,41,"100224105502","100224105492",248.7,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,42,"100224105492","10022438652",347.85,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,43,"10022438652","100224105472",,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,44,"100224105472","100224148622",,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,45,"100224148622","10022484532",543.67,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,46,"10022484532","100224190292",137.05,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,47,"100224190292","100224105442",653.57,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,48,"100224105442","100224131152",326.44,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,49,"100224131152","10022461932",265.04,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,50,"10022461932","100224106052",430.8,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,51,"100224106052","10022475182",728.81,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,52,"10022475182","100224106072",556.91,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,53,"100224106072","100224106082",385.05,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,54,"100224106082","100224106092",359.96,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,55,"100224106092","100224191722",591.87,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,56,"100224191722","100224106122",400.12,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,57,"100224106122","100224106132",279.41,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,58,"100224106132","100224106142",619.26,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,59,"100224106142","100224106152",635.67,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,60,"100224106152","10022460752",294.43,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,61,"10022460752","10022453972",573.02,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,62,"10022453972","10022430932",223.38,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,63,"10022430932","10022453982",328.23,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,64,"10022453982","10022461872",352.58,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,65,"10022461872","100224118362",386.15,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,66,"100224118362","100224106212",671.88,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,67,"100224106212","100224106222",172.77,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,68,"100224106222","10022462202",610.88,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH224,"224","224",1,69,"10022462202","100224106242",670.02,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH23,"23","23",0,1,,"10002383201",,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH23,"23","23",0,2,"10002383201","10002398001",565.66,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH23,"23","23",0,3,"10002398001","10002398321",988.02,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH23,"23","23",0,4,"10002398321","100023137971",348.54,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH23,"23","23",0,5,"100023137971","10002383211",354.06,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH23,"23","23",0,6,"10002383211","10002383221",313.89,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH23,"23","23",0,7,"10002383221","100023190151",266.04,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH23,"23","23",0,8,"100023190151","10002383241",924.96,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH23,"23","23",0,9,"10002383241","10002383251",350.78,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.414
Kaohsiung,KHH23,"23","23",0,10,"10002383251","10002383261",352.82,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.415
Kaohsiung,KHH23,"23","23",0,11,"10002383261","10002383271",490.17,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.415
Kaohsiung,KHH23,"23","23",0,12,"10002383271","10002383281",655.73,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.415
Kaohsiung,KHH23,"23","23",0,13,"10002383281","10002383301",357.34,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.415
Kaohsiung,KHH23,"23","23",0,14,"10002383301","10002383311",777.46,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.415
Kaohsiung,KHH23,"23","23",0,15,"10002383311","10002383321",607.3,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.415
Kaohsiung,KHH23,"23","23",0,16,"10002383321","10002383331",386.15,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.415
Kaohsiung,KHH23,"23","23",0,17,"10002383331","10002383341",262.3,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.415
Kaohsiung,KHH23,"23","23",0,18,"10002383341","10002383351",400.71,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.415
Kaohsiung,KHH23,"23","23",0,19,"10002383351","10002383361",146.45,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.415
Kaohsiung,KHH23,"23","23",0,20,"10002383361","10002383371",281.03,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.415
Kaohsiung,KHH23,"23","23",0,21,"10002383371","10002383381",492.49,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.415
Kaohsiung,KHH23,"23","23",0,22,"10002383381","10002388121",516.23,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.415
Kaohsiung,KHH23,"23","23",0,23,"10002388121","10002383401",206.58,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.415
Kaohsiung,KHH23,"23","23",0,24,"10002383401","10002383411",348.48,"2024-11-18T16:00:09+08:00",2024-11-20 04:11:38.415
