"routeuid","routeid","routename_zh_tw","routename_en","operatorid","operatorname","subrouteuid","subrouteid","subroutename_zh_tw","subroutename_en","direction","city","citycode","stopuid","stopid","stopname_zh_tw","stopname_en","stopsequence","positionlon","positionlat","geohash","stationuid","stationid","bearing","ivrno","loccitycode","loccityname_zh_tw","loccityname_en","loctowncode","loctownname_zh_tw","loctownname_en","updatetime","etl_dtm"
KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),"10320",高雄客運,KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),1,Kaohsiung,KHH,KHH101121132242,"101121132242",中正路底,underneath Zhongzheng Rd.,3,120.5879745483,23.0854892731,wsjg2496x,KHH5904,"5904",N,"1625",KHH,高雄市,Kaohsiung,"64000330",甲仙區,Jiaxian Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),"10320",高雄客運,KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),1,Kaohsiung,KHH,KHH101121132782,"101121132782",甲仙化石館,Jiasian Fossil Museum,4,120.5882415771,23.0916557312,wsjg259wt,KHH5906,"5906",N,"1622",KHH,高雄市,Kaohsiung,"64000330",甲仙區,Jiaxian Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),"10320",高雄客運,KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),1,Kaohsiung,KHH,KHH101121132792,"101121132792",四德橋,Sihde Bridge,5,120.5898361206,23.094329834,wsjg2h4y4,KHH5908,"5908",E,"1621",KHH,高雄市,Kaohsiung,"64000330",甲仙區,Jiaxian Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),"10320",高雄客運,KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),1,Kaohsiung,KHH,KHH101121132952,"101121132952",新羌埔,Sinciangpu,6,120.6009368896,23.1021957397,wsjg2mduj,KHH5909,"5909",NE,"1620",KHH,高雄市,Kaohsiung,"64000330",甲仙區,Jiaxian Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),"10320",高雄客運,KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),1,Kaohsiung,KHH,KHH101121133012,"101121133012",羌埔,Ciangpu,7,120.6017837524,23.1043319702,wsjg2q583,KHH5910,"5910",NE,"1617",KHH,高雄市,Kaohsiung,"64000330",甲仙區,Jiaxian Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),"10320",高雄客運,KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),1,Kaohsiung,KHH,KHH101121133032,"101121133032",中和,Jhonghe,8,120.602432251,23.1075973511,wsjg2qs58,KHH5911,"5911",N,"1616",KHH,高雄市,Kaohsiung,"64000330",甲仙區,Jiaxian Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),"10320",高雄客運,KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),1,Kaohsiung,KHH,KHH101121100982,"101121100982",關山里,Guanshan Village,9,120.6059646606,23.1125411987,wsjg2rw86,KHH2383,"2383",E,"13439",KHH,高雄市,Kaohsiung,"64000330",甲仙區,Jiaxian Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),"10320",高雄客運,KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),1,Kaohsiung,KHH,KHH101121133042,"101121133042",內芎蕉,Neicyongjiao,10,120.6118087769,23.1189422607,wsjg88dvd,KHH5912,"5912",NE,"1615",KHH,高雄市,Kaohsiung,"64000330",甲仙區,Jiaxian Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),"10320",高雄客運,KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),1,Kaohsiung,KHH,KHH101121133362,"101121133362",北勢坑,North shikeng,11,120.613067627,23.121471405,wsjg895u2,KHH5913,"5913",NE,"1614",KHH,高雄市,Kaohsiung,"64000330",甲仙區,Jiaxian Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2061,"2061","168環西","168W Main Line","10350",漢程客運,KHH2061,"2061","168環西","168W Main Line",0,Kaohsiung,KHH,KHH10206136101,"10206136101",明誠路口(博愛二路),Mingcheng Rd. Intersection(Boai 2nd Rd.),9,120.3030548096,22.6615753174,wsj8ct6j0,KHH3706,"3706",S,"1128",KHH,高雄市,Kaohsiung,"64000020",鼓山區,Gushan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2061,"2061","168環西","168W Main Line","10350",漢程客運,KHH2061,"2061","168環西","168W Main Line",0,Kaohsiung,KHH,KHH10206136091,"10206136091",捷運凹子底站(輕軌愛河之心站),MRT Aozihdi Station(LRT Heart of Love River Station),10,120.302947998,22.6572208405,wsj8cs9gv,KHH3709,"3709",S,"4033",KHH,高雄市,Kaohsiung,"64000020",鼓山區,Gushan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2061,"2061","168環西","168W Main Line","10350",漢程客運,KHH2061,"2061","168環西","168W Main Line",0,Kaohsiung,KHH,KHH10206157351,"10206157351",龍華國小,Longhua Primary School,11,120.2995758057,22.6554145813,wsj8ckr3r,KHH4198,"4198",W,"8618",KHH,高雄市,Kaohsiung,"64000020",鼓山區,Gushan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2061,"2061","168環西","168W Main Line","10350",漢程客運,KHH2061,"2061","168環西","168W Main Line",0,Kaohsiung,KHH,KHH10206127231,"10206127231",龍德路口(大順一路),Longde Rd. Intersection(Dashun 1st Rd.),12,120.2965316772,22.6547088623,wsj8ckjm0,KHH4158,"4158",W,"4034",KHH,高雄市,Kaohsiung,"64000020",鼓山區,Gushan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2061,"2061","168環西","168W Main Line","10350",漢程客運,KHH2061,"2061","168環西","168W Main Line",0,Kaohsiung,KHH,KHH10206128631,"10206128631",裕誠路口(大順一路),Yucheng Rd. Intersection(Dashun 1st Rd.),13,120.2942428589,22.6540222168,wsj8ck595,KHH4278,"4278",W,"4095",KHH,高雄市,Kaohsiung,"64000020",鼓山區,Gushan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2061,"2061","168環西","168W Main Line","10350",漢程客運,KHH2061,"2061","168環西","168W Main Line",0,Kaohsiung,KHH,KHH10206144041,"10206144041",市立聯合醫院,Kaohsiung Municipal United Hospital,14,120.2922744751,22.6551303864,wsj8ck4pt,KHH260,"260",N,"5836",KHH,高雄市,Kaohsiung,"64000020",鼓山區,Gushan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2061,"2061","168環西","168W Main Line","10350",漢程客運,KHH2061,"2061","168環西","168W Main Line",0,Kaohsiung,KHH,KHH102061161131,"102061161131",美術館(中華藝校),Kaohsiung Museum of Fine Arts(Chung-Hwa School of Arts),15,120.2880859375,22.6554985046,wsj8chr1g,KHH262,"262",S,"1375",KHH,高雄市,Kaohsiung,"64000020",鼓山區,Gushan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2061,"2061","168環西","168W Main Line","10350",漢程客運,KHH2061,"2061","168環西","168W Main Line",0,Kaohsiung,KHH,KHH10206144031,"10206144031",美術園區,Art Public Square,16,120.2879943848,22.6534423828,wsj8c5zjc,KHH264,"264",S,"5847",KHH,高雄市,Kaohsiung,"64000020",鼓山區,Gushan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2061,"2061","168環西","168W Main Line","10350",漢程客運,KHH2061,"2061","168環西","168W Main Line",0,Kaohsiung,KHH,KHH102061133291,"102061133291",願景橋,Vision Bridge,17,120.2862167358,22.6504917145,wsj8c5mu8,KHH4938,"4938",SW,"826",KHH,高雄市,Kaohsiung,"64000020",鼓山區,Gushan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2061,"2061","168環西","168W Main Line","10350",漢程客運,KHH2061,"2061","168環西","168W Main Line",0,Kaohsiung,KHH,KHH10206156041,"10206156041",河西華安街口,Hesi Huaan St. Intersection,18,120.2833786011,22.6478271484,wsj8c4gtj,KHH4160,"4160",SW,"8595",KHH,高雄市,Kaohsiung,"64000020",鼓山區,Gushan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2061,"2061","168環西","168W Main Line","10350",漢程客運,KHH2061,"2061","168環西","168W Main Line",0,Kaohsiung,KHH,KHH10206156161,"10206156161",河邊里,Hebian Village,19,120.2825241089,22.6414699554,wsj8c1g01,KHH4216,"4216",SE,"8602",KHH,高雄市,Kaohsiung,"64000020",鼓山區,Gushan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2061,"2061","168環西","168W Main Line","10350",漢程客運,KHH2061,"2061","168環西","168W Main Line",0,Kaohsiung,KHH,KHH10206156071,"10206156071",中都磚窯廠(川東里),Jhongdu Brick Kiln(Chuandong Village),20,120.2841339111,22.6403999329,wsj8c1s1z,KHH3030,"3030",SE,"8597",KHH,高雄市,Kaohsiung,"64000050",三民區,Sanmin Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2061,"2061","168環西","168W Main Line","10350",漢程客運,KHH2061,"2061","168環西","168W Main Line",0,Kaohsiung,KHH,KHH10206131301,"10206131301",同盟三路,Tongmeng 3rd Rd.,21,120.2851486206,22.6380844116,wsj8c1hur,KHH3387,"3387",S,"4505",KHH,高雄市,Kaohsiung,"64000050",三民區,Sanmin Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2061,"2061","168環西","168W Main Line","10350",漢程客運,KHH2061,"2061","168環西","168W Main Line",0,Kaohsiung,KHH,KHH10206129821,"10206129821",河濱國小,Hebin Elementary School,22,120.2864685059,22.6346244812,wsj8c0tbj,KHH2872,"2872",E,"417",KHH,高雄市,Kaohsiung,"64000050",三民區,Sanmin Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH2061,"2061","168環西","168W Main Line","10350",漢程客運,KHH2061,"2061","168環西","168W Main Line",0,Kaohsiung,KHH,KHH10206145091,"10206145091",河南二路口,Henan 2nd Rd. Intersection,23,120.2885284424,22.6324100494,wsj8c0p7m,KHH4214,"4214",S,"32416",KHH,高雄市,Kaohsiung,"64000070",前金區,Qianjin Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),"10320",高雄客運,KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),1,Kaohsiung,KHH,KHH101121133402,"101121133402",和興,Hexing,12,120.6197967529,23.1266269684,wsjg8f0dk,KHH5914,"5914",NW,"1613",KHH,高雄市,Kaohsiung,"64000330",甲仙區,Jiaxian Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),"10320",高雄客運,KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),1,Kaohsiung,KHH,KHH101121133412,"101121133412",禁地口,Jindikou,13,120.623085022,23.1310749054,wsjg8fgh3,KHH5915,"5915",NE,"1612",KHH,高雄市,Kaohsiung,"64000330",甲仙區,Jiaxian Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),"10320",高雄客運,KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),1,Kaohsiung,KHH,KHH101121133482,"101121133482",南光,Nanguang,14,120.623085022,23.1389007568,wsjg8u71c,KHH5916,"5916",N,"1611",KHH,高雄市,Kaohsiung,"64000330",甲仙區,Jiaxian Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),"10320",高雄客運,KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),1,Kaohsiung,KHH,KHH101121135332,"101121135332",埔尾(甲仙),Puwei(Jiasian),15,120.6265563965,23.1441822052,wsjg8vm8d,KHH5917,"5917",NE,"1610",KHH,高雄市,Kaohsiung,"64000330",甲仙區,Jiaxian Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),"10320",高雄客運,KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),1,Kaohsiung,KHH,KHH101121139772,"101121139772",五里埔(小林國小),Wu Li Pu(Xiaolin Elementary School),16,120.6307601929,23.1478595734,wsjg9jbwh,KHH2379,"2379",NE,"10345",KHH,高雄市,Kaohsiung,"64000330",甲仙區,Jiaxian Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),"10320",高雄客運,KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),1,Kaohsiung,KHH,KHH101121184332,"101121184332",小林,Siaolin,17,120.6339416504,23.150478363,wsjg9n6vq,KHH2192,"2192",NE,"8648",KHH,高雄市,Kaohsiung,"64000330",甲仙區,Jiaxian Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),"10320",高雄客運,KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),1,Kaohsiung,KHH,KHH101121135812,"101121135812",埔頭,Putou,18,120.6370162964,23.1531448364,wsjg9nvhy,KHH5933,"5933",NE,"1609",KHH,高雄市,Kaohsiung,"64000330",甲仙區,Jiaxian Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),"10320",高雄客運,KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),1,Kaohsiung,KHH,KHH101121136592,"101121136592",倒追仔,Daojhueizih,19,120.6400680542,23.1541004181,wsjg9pp6m,KHH5934,"5934",NW,"1606",KHH,高雄市,Kaohsiung,"64000330",甲仙區,Jiaxian Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),"10320",高雄客運,KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),1,Kaohsiung,KHH,KHH101121151332,"101121151332",錫安山,Si An Mountain,20,120.66847229,23.2111949921,wsju1ckp5,KHH2189,"2189",E,"8644",KHH,高雄市,Kaohsiung,"64000380",那瑪夏區,Namaxia Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),"10320",高雄客運,KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),1,Kaohsiung,KHH,KHH101121137652,"101121137652",南沙魯里,Nanshalu Village,21,120.6934127808,23.2188930511,wsju46y7b,KHH5935,"5935",NE,"1602",KHH,高雄市,Kaohsiung,"64000380",那瑪夏區,Namaxia Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),"10320",高雄客運,KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),1,Kaohsiung,KHH,KHH101121137682,"101121137682",瑪雅里,Maya Village,22,120.6978302002,23.2377872467,wsju4w33z,KHH5936,"5936",N,"1601",KHH,高雄市,Kaohsiung,"64000380",那瑪夏區,Namaxia Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),"10320",高雄客運,KHH1121,"1121",JOY H21區間(那瑪夏-甲仙站),Joy H21Interval (Namasia-Jiasian),1,Kaohsiung,KHH,KHH101121137692,"101121137692",雷音村,Leiyin Village,23,120.6916503906,23.2549171448,wsju63kvx,KHH5937,"5937",NE,"1600",KHH,高雄市,Kaohsiung,"64000380",那瑪夏區,Namaxia Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH217,"217","217A新昌幹線","217A","10360",港都客運,KHH217,"217","217A新昌幹線","217A",0,Kaohsiung,KHH,KHH10021739861,"10021739861",義華路口(大昌二路),Yihua Rd. Intersection(Dachang 2nd Rd.),51,120.331993103,22.6450481415,wsj8f4rhf,KHH2897,"2897",S,"208",KHH,高雄市,Kaohsiung,"64000050",三民區,Sanmin Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH217,"217","217A新昌幹線","217A","10360",港都客運,KHH217,"217","217A新昌幹線","217A",0,Kaohsiung,KHH,KHH10021739881,"10021739881",覺民路口(大昌二路),Jyuemin Rd. Intersection(Dachang 2nd Rd.),52,120.3321228027,22.6416912079,wsj8f1z1m,KHH3572,"3572",S,"3529",KHH,高雄市,Kaohsiung,"64000050",三民區,Sanmin Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH217,"217","217A新昌幹線","217A","10360",港都客運,KHH217,"217","217A新昌幹線","217A",0,Kaohsiung,KHH,KHH10021759151,"10021759151",民族國中(覺民路),Minzu Junior High School(Jyuemin Rd.),53,120.3338165283,22.6404685974,wsj8f386m,KHH3125,"3125",E,"302",KHH,高雄市,Kaohsiung,"64000050",三民區,Sanmin Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH217,"217","217A新昌幹線","217A","10360",港都客運,KHH217,"217","217A新昌幹線","217A",0,Kaohsiung,KHH,KHH10021759161,"10021759161",高速公路口,Entrance to Freeway,54,120.337852478,22.6398124695,wsj8f37q7,KHH3127,"3127",E,"9235",KHH,高雄市,Kaohsiung,"64000050",三民區,Sanmin Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH217,"217","217A新昌幹線","217A","10360",港都客運,KHH217,"217","217A新昌幹線","217A",0,Kaohsiung,KHH,KHH10021759181,"10021759181",民壯路口,Minjhuang Rd. Intersection,55,120.3402709961,22.6393146515,wsj8f3m5e,KHH3779,"3779",E,"5317",KHH,高雄市,Kaohsiung,"64000050",三民區,Sanmin Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH217,"217","217A新昌幹線","217A","10360",港都客運,KHH217,"217","217A新昌幹線","217A",0,Kaohsiung,KHH,KHH10021721071,"10021721071",澄清路口,Chengcing Rd. Intersection,56,120.3432006836,22.6388492584,wsj8f3r0z,KHH4548,"4548",E,"296",KHH,高雄市,Kaohsiung,"64000050",三民區,Sanmin Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH217,"217","217A新昌幹線","217A","10360",港都客運,KHH217,"217","217A新昌幹線","217A",0,Kaohsiung,KHH,KHH10021725031,"10021725031",褒揚街口,Baoyang St. Intersection,57,120.345451355,22.6399822235,wsj8f92zk,KHH2508,"2508",N,"3503",KHH,高雄市,Kaohsiung,"64000050",三民區,Sanmin Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH217,"217","217A新昌幹線","217A","10360",港都客運,KHH217,"217","217A新昌幹線","217A",0,Kaohsiung,KHH,KHH10021725041,"10021725041",澄清路,Chengcing Rd.,58,120.346031189,22.6423282623,wsj8f9cm1,KHH1219,"1219",N,"3531",KHH,高雄市,Kaohsiung,"64000050",三民區,Sanmin Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH217,"217","217A新昌幹線","217A","10360",港都客運,KHH217,"217","217A新昌幹線","217A",0,Kaohsiung,KHH,KHH10021729211,"10021729211",澄清澄和路口,Chengcing Chenghe Rd.Intersection,59,120.3464279175,22.6438140869,wsj8fd1tg,KHH2901,"2901",N,"197",KHH,高雄市,Kaohsiung,"64000050",三民區,Sanmin Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH217,"217","217A新昌幹線","217A","10360",港都客運,KHH217,"217","217A新昌幹線","217A",0,Kaohsiung,KHH,KHH10021725151,"10021725151",大華里(澄清路),Dahua Village(Chengcing Rd.),60,120.3471298218,22.6468582153,wsj8fddpe,KHH293,"293",N,"3532",KHH,高雄市,Kaohsiung,"64000050",三民區,Sanmin Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH217,"217","217A新昌幹線","217A","10360",港都客運,KHH217,"217","217A新昌幹線","217A",0,Kaohsiung,KHH,KHH10021725161,"10021725161",正修科大(澄清湖),Cheng Shiu University(Cheng Ching Lake),61,120.3489685059,22.6514606476,wsj8fee6q,KHH660,"660",N,"3533",KHH,高雄市,Kaohsiung,"64000180",鳥松區,Niaosong Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH217,"217","217A新昌幹線","217A","10360",港都客運,KHH217,"217","217A新昌幹線","217A",0,Kaohsiung,KHH,KHH10021725871,"10021725871",長庚復健大樓,Chang Gung Rehabilitation Building,62,120.3531494141,22.6506099701,wsj8feqmr,KHH1993,"1993",E,"3546",KHH,高雄市,Kaohsiung,"64000180",鳥松區,Niaosong Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH217,"217","217A新昌幹線","217A","10360",港都客運,KHH217,"217","217A新昌幹線","217A",0,Kaohsiung,KHH,KHH10021725281,"10021725281",長庚醫院,Chang Gung Memorial Hospital,63,120.3568878174,22.6507530212,wsj8fg3nn,KHH655,"655",E,"3534",KHH,高雄市,Kaohsiung,"64000180",鳥松區,Niaosong Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH217,"217","217A新昌幹線","217A","10360",港都客運,KHH217,"217","217A新昌幹線","217A",0,Kaohsiung,KHH,KHH10021725291,"10021725291",澄清湖棒球場,Chengcing Lake Baseball Field,64,120.360244751,22.6552524567,wsj8fu78k,KHH1222,"1222",N,"11912",KHH,高雄市,Kaohsiung,"64000180",鳥松區,Niaosong Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH217,"217","217A新昌幹線","217A","10360",港都客運,KHH217,"217","217A新昌幹線","217A",0,Kaohsiung,KHH,KHH10021725411,"10021725411",忠誠路口,Jhongcheng Rd. Intersection,65,120.3609771729,22.6580638885,wsj8fuu0v,KHH2300,"2300",N,"864",KHH,高雄市,Kaohsiung,"64000180",鳥松區,Niaosong Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH217,"217","217A新昌幹線","217A","10360",港都客運,KHH217,"217","217A新昌幹線","217A",0,Kaohsiung,KHH,KHH10021757861,"10021757861",鳥松區公所(中正路),Niaosong District Office(Jhongjheng Rd.),66,120.3641967773,22.6602134705,wsj8fvnt3,KHH1224,"1224",N,"4332",KHH,高雄市,Kaohsiung,"64000180",鳥松區,Niaosong Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH218,"218","218A內惟幹線","218A","10360",港都客運,KHH218,"218","218A內惟幹線","218A",1,Kaohsiung,KHH,KHH10021849192,"10021849192",逢甲路口(九如四路),Fongjia Rd. Intersection(Jiouru 4th Rd.),16,120.2829589844,22.6637954712,wsj8cjg6h,KHH2412,"2412",NE,"2506",KHH,高雄市,Kaohsiung,"64000020",鼓山區,Gushan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH218,"218","218A內惟幹線","218A","10360",港都客運,KHH218,"218","218A內惟幹線","218A",1,Kaohsiung,KHH,KHH10021849212,"10021849212",銘傳路口(九如四路),Mingchuan Rd. Intersection(Jiouru 4th Rd.),17,120.2844238281,22.6656970978,wsj8cnhmq,KHH1268,"1268",NE,"4720",KHH,高雄市,Kaohsiung,"64000020",鼓山區,Gushan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH218,"218","218A內惟幹線","218A","10360",港都客運,KHH218,"218","218A內惟幹線","218A",1,Kaohsiung,KHH,KHH10021849292,"10021849292",前鋒社區,Cianfong Community,18,120.2856140137,22.6672897339,wsj8cnmq9,KHH1287,"1287",NE,"7321",KHH,高雄市,Kaohsiung,"64000020",鼓山區,Gushan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH218,"218","218A內惟幹線","218A","10360",港都客運,KHH218,"218","218A內惟幹線","218A",1,Kaohsiung,KHH,KHH10021843792,"10021843792",果貿社區,Guomao Community,19,120.2867202759,22.6709594727,wsj8cpn5g,KHH2000,"2000",N,"5840",KHH,高雄市,Kaohsiung,"64000030",左營區,Zuoying Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH218,"218","218A內惟幹線","218A","10360",港都客運,KHH218,"218","218A內惟幹線","218A",1,Kaohsiung,KHH,KHH10021832462,"10021832462",海青工商,Haicing Vocational High School,20,120.2867050171,22.6744289398,wsj8cpy05,KHH1472,"1472",N,"4723",KHH,高雄市,Kaohsiung,"64000030",左營區,Zuoying Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH218,"218","218A內惟幹線","218A","10360",港都客運,KHH218,"218","218A內惟幹線","218A",1,Kaohsiung,KHH,KHH10021854072,"10021854072",左營南站,Zuoying South Station,21,120.2875366211,22.6798019409,wsj910wxq,KHH1470,"1470",N,"8000",KHH,高雄市,Kaohsiung,"64000030",左營區,Zuoying Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH218,"218","218A內惟幹線","218A","10360",港都客運,KHH218,"218","218A內惟幹線","218A",1,Kaohsiung,KHH,KHH10021832582,"10021832582",左營農會,Zuoying Farmers' Association,22,120.2882843018,22.6820983887,wsj911pkb,KHH697,"697",N,"4725",KHH,高雄市,Kaohsiung,"64000030",左營區,Zuoying Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH218,"218","218A內惟幹線","218A","10360",港都客運,KHH218,"218","218A內惟幹線","218A",1,Kaohsiung,KHH,KHH10021832672,"10021832672",店仔頂路口,Dianzihding Rd. Intersection,23,120.2894439697,22.684343338,wsj91381g,KHH699,"699",N,"4726",KHH,高雄市,Kaohsiung,"64000030",左營區,Zuoying Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
