"routeuid","routeid","routename_zh_tw","routename_en","operatorid","operatorname","subrouteuid","subrouteid","subroutename_zh_tw","subroutename_en","direction","city","citycode","stopuid","stopid","stopname_zh_tw","stopname_en","stopsequence","positionlon","positionlat","geohash","stationuid","stationid","bearing","ivrno","loccitycode","loccityname_zh_tw","loccityname_en","loctowncode","loctownname_zh_tw","loctownname_en","updatetime","etl_dtm"
KHH8063,"8063","8023區間車","8023Interval","10320",高雄客運,KHH8063,"8063","8023區間車","8023Interval",0,Kaohsiung,KHH,KHH10806372331,"10806372331",橫山路口,Hengshan Rd. Intersection,16,120.3770523071,22.7660598755,wsj9e0rvu,KHH832,"832",NE,"11945",KHH,高雄市,Kaohsiung,"64000210",燕巢區,Yanchao Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8063,"8063","8023區間車","8023Interval","10320",高雄客運,KHH8063,"8063","8023區間車","8023Interval",0,Kaohsiung,KHH,KHH10806372321,"10806372321",橫山國小,Hengshan Elementary School,17,120.3793869019,22.7676181793,wsj9e29wg,KHH830,"830",NE,"709",KHH,高雄市,Kaohsiung,"64000210",燕巢區,Yanchao Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8063,"8063","8023區間車","8023Interval","10320",高雄客運,KHH8063,"8063","8023區間車","8023Interval",0,Kaohsiung,KHH,KHH10806398151,"10806398151",大仁路(裕賀牛觀光工廠),Daren Rd. Yuho Beef tourist factory,18,120.3832855225,22.7701835632,wsj9e3hmv,KHH1404,"1404",NE,"174",KHH,高雄市,Kaohsiung,"64000210",燕巢區,Yanchao Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8063,"8063","8023區間車","8023Interval","10320",高雄客運,KHH8063,"8063","8023區間車","8023Interval",0,Kaohsiung,KHH,KHH10806372311,"10806372311",塔仔腳,Tazihjiao,19,120.3850631714,22.7707557678,wsj9e3m9r,KHH828,"828",E,"710",KHH,高雄市,Kaohsiung,"64000210",燕巢區,Yanchao Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8062,"8062","8010區間車","8010Interval","10320",高雄客運,KHH8062,"8062","8010區間車","8010Interval",1,Kaohsiung,KHH,KHH108062132292,"108062132292",九大加油站,Jiouda Gas Station,57,120.4247970581,22.6585292816,wsj8ukfem,KHH1415,"1415",W,"9380",KHH,高雄市,Kaohsiung,"64000150",大樹區,Dashu Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8062,"8062","8010區間車","8010Interval","10320",高雄客運,KHH8062,"8062","8010區間車","8010Interval",1,Kaohsiung,KHH,KHH108062132282,"108062132282",大樹國中(九曲堂火車站),Dashu Junior High School(Jioucyutang Train Station),58,120.4224777222,22.6566066742,wsj8uk8br,KHH1417,"1417",SE,"8913",KHH,高雄市,Kaohsiung,"64000150",大樹區,Dashu Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8062,"8062","8010區間車","8010Interval","10320",高雄客運,KHH8062,"8062","8010區間車","8010Interval",1,Kaohsiung,KHH,KHH108062132272,"108062132272",庄內(九曲北極殿),Jhuangnei(Jioucyu Beiji Temple),59,120.4222793579,22.6508274078,wsj8u72yd,KHH1419,"1419",SW,"9378",KHH,高雄市,Kaohsiung,"64000150",大樹區,Dashu Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8062,"8062","8010區間車","8010Interval","10320",高雄客運,KHH8062,"8062","8010區間車","8010Interval",1,Kaohsiung,KHH,KHH108062132262,"108062132262",九曲路,Jioucyu Rd.,60,120.4204864502,22.6477584839,wsj8u4zsb,KHH1421,"1421",SW,"10021",KHH,高雄市,Kaohsiung,"64000150",大樹區,Dashu Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8062,"8062","8010區間車","8010Interval","10320",高雄客運,KHH8062,"8062","8010區間車","8010Interval",1,Kaohsiung,KHH,KHH108062132252,"108062132252",磚仔窯,Brick Kiln,61,120.4175872803,22.6422157288,wsj8u1vkm,KHH1178,"1178",W,"11961",KHH,高雄市,Kaohsiung,"64000140",大寮區,Daliao Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8062,"8062","8010區間車","8010Interval","10320",高雄客運,KHH8062,"8062","8010區間車","8010Interval",1,Kaohsiung,KHH,KHH108062132232,"108062132232",鳳屏二路,Fongping 2nd Rd.,62,120.4134140015,22.6417140961,wsj8u1f3e,KHH1183,"1183",W,"11890",KHH,高雄市,Kaohsiung,"64000140",大寮區,Daliao Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8062,"8062","8010區間車","8010Interval","10320",高雄客運,KHH8062,"8062","8010區間車","8010Interval",1,Kaohsiung,KHH,KHH108062146212,"108062146212",江山里(鳳屏二路),Jiangshan Village(Fongbing 2nd Rd.),63,120.4086837769,22.6410236359,wsj8gcwvt,KHH2566,"2566",W,"929",KHH,高雄市,Kaohsiung,"64000140",大寮區,Daliao Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8062,"8062","8010區間車","8010Interval","10320",高雄客運,KHH8062,"8062","8010區間車","8010Interval",1,Kaohsiung,KHH,KHH108062132212,"108062132212",江山村口,Jiangshan Village Intersection,64,120.4048309326,22.6402378082,wsj8gcs0g,KHH1187,"1187",W,"980",KHH,高雄市,Kaohsiung,"64000140",大寮區,Daliao Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8062,"8062","8010區間車","8010Interval","10320",高雄客運,KHH8062,"8062","8010區間車","8010Interval",1,Kaohsiung,KHH,KHH108062132202,"108062132202",慈惠醫院,Tsyr-Huey Mental Hospital,65,120.3974838257,22.6386795044,wsj8g9nzb,KHH1189,"1189",W,"981",KHH,高雄市,Kaohsiung,"64000140",大寮區,Daliao Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8062,"8062","8010區間車","8010Interval","10320",高雄客運,KHH8062,"8062","8010區間車","8010Interval",1,Kaohsiung,KHH,KHH108062132192,"108062132192",後庄(鳳屏一路),Houjhuang(Fongping 1st Rd.),66,120.3941650391,22.6373977661,wsj8g9h27,KHH1191,"1191",SW,"1094",KHH,高雄市,Kaohsiung,"64000140",大寮區,Daliao Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8062,"8062","8010區間車","8010Interval","10320",高雄客運,KHH8062,"8062","8010區間車","8010Interval",1,Kaohsiung,KHH,KHH108062132182,"108062132182",後庄農會,Houjhuang Farmers' Association,67,120.3923721313,22.6364116669,wsj8g8g49,KHH1193,"1193",SW,"472",KHH,高雄市,Kaohsiung,"64000140",大寮區,Daliao Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8062,"8062","8010區間車","8010Interval","10320",高雄客運,KHH8062,"8062","8010區間車","8010Interval",1,Kaohsiung,KHH,KHH10806282982,"10806282982",新光高中(鳳屏一路),Singuang senior High School(Fongping 1st Rd.),68,120.3898696899,22.6347084045,wsj8g890x,KHH1195,"1195",SW,"41",KHH,高雄市,Kaohsiung,"64000140",大寮區,Daliao Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8062,"8062","8010區間車","8010Interval","10320",高雄客運,KHH8062,"8062","8010區間車","8010Interval",1,Kaohsiung,KHH,KHH108062132162,"108062132162",中庄,Jhongjhuang,69,120.384552002,22.6310005188,wsj8erv75,KHH1197,"1197",SW,"10290",KHH,高雄市,Kaohsiung,"64000140",大寮區,Daliao Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8062,"8062","8010區間車","8010Interval","10320",高雄客運,KHH8062,"8062","8010區間車","8010Interval",1,Kaohsiung,KHH,KHH108062191122,"108062191122",埤頂派出所,Piding Police Station,70,120.3805847168,22.6285037994,wsj8er6kw,KHH2646,"2646",SW,"32398",KHH,高雄市,Kaohsiung,"64000120",鳳山區,Fengshan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8062,"8062","8010區間車","8010Interval","10320",高雄客運,KHH8062,"8062","8010區間車","8010Interval",1,Kaohsiung,KHH,KHH108062132152,"108062132152",埤頂,Piding,71,120.3791809082,22.6279468536,wsj8er33q,KHH1199,"1199",SW,"11352",KHH,高雄市,Kaohsiung,"64000120",鳳山區,Fengshan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8072,"8072",紅7(返程延駛),Red7(Back Extend),"10250",東南客運,KHH8072,"8072",紅7(返程延駛),Red7(Back Extend),1,Kaohsiung,KHH,KHH10807219402,"10807219402",孔宅,Kongjhai,1,120.3712844849,22.5795707703,wsj87n7xw,KHH1906,"1906",S,"2617",KHH,高雄市,Kaohsiung,"64000110",小港區,Xiaogang Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8072,"8072",紅7(返程延駛),Red7(Back Extend),"10250",東南客運,KHH8072,"8072",紅7(返程延駛),Red7(Back Extend),1,Kaohsiung,KHH,KHH10807256102,"10807256102",明義國中,Mingyi Junior High School,2,120.3678665161,22.5812225342,wsj87nc1n,KHH4583,"4583",W,"8599",KHH,高雄市,Kaohsiung,"64000110",小港區,Xiaogang Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8072,"8072",紅7(返程延駛),Red7(Back Extend),"10250",東南客運,KHH8072,"8072",紅7(返程延駛),Red7(Back Extend),1,Kaohsiung,KHH,KHH10807218772,"10807218772",金城路口,Jincheng Rd. Intersection,3,120.3654556274,22.5813064575,wsj86yz3w,KHH3502,"3502",W,"2621",KHH,高雄市,Kaohsiung,"64000110",小港區,Xiaogang Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8072,"8072",紅7(返程延駛),Red7(Back Extend),"10250",東南客運,KHH8072,"8072",紅7(返程延駛),Red7(Back Extend),1,Kaohsiung,KHH,KHH10807255372,"10807255372",復華街口,Fuhua St. Intersection,4,120.3633728027,22.5813713074,wsj86yvfj,KHH4584,"4584",W,"8514",KHH,高雄市,Kaohsiung,"64000110",小港區,Xiaogang Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8072,"8072",紅7(返程延駛),Red7(Back Extend),"10250",東南客運,KHH8072,"8072",紅7(返程延駛),Red7(Back Extend),1,Kaohsiung,KHH,KHH10807255382,"10807255382",華昌路,Huachang Rd.,5,120.36277771,22.5835609436,wsj86zjwb,KHH4585,"4585",N,"8515",KHH,高雄市,Kaohsiung,"64000110",小港區,Xiaogang Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8072,"8072",紅7(返程延駛),Red7(Back Extend),"10250",東南客運,KHH8072,"8072",紅7(返程延駛),Red7(Back Extend),1,Kaohsiung,KHH,KHH10807255392,"10807255392",新昌街口,Sinchang St. Intersetion,6,120.3615646362,22.5849571228,wsj86zkwg,KHH4581,"4581",W,"8513",KHH,高雄市,Kaohsiung,"64000110",小港區,Xiaogang Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8072,"8072",紅7(返程延駛),Red7(Back Extend),"10250",東南客運,KHH8072,"8072",紅7(返程延駛),Red7(Back Extend),1,Kaohsiung,KHH,KHH10807256552,"10807256552",鳳頂路,Fongding Rd.,7,120.3579788208,22.5849990845,wsj86z6p0,KHH4587,"4587",W,"8641",KHH,高雄市,Kaohsiung,"64000120",鳳山區,Fengshan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8072,"8072",紅7(返程延駛),Red7(Back Extend),"10250",東南客運,KHH8072,"8072",紅7(返程延駛),Red7(Back Extend),1,Kaohsiung,KHH,KHH10807255402,"10807255402",桂園路口,Gueiyuan Rd. Intersection,8,120.3552017212,22.5848731995,wsj86xryr,KHH4588,"4588",W,"8517",KHH,高雄市,Kaohsiung,"64000110",小港區,Xiaogang Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8072,"8072",紅7(返程延駛),Red7(Back Extend),"10250",東南客運,KHH8072,"8072",紅7(返程延駛),Red7(Back Extend),1,Kaohsiung,KHH,KHH10807255412,"10807255412",德仁路口,Deren Rd. Intersection,9,120.3489303589,22.5847892761,wsj86x7mv,KHH4577,"4577",W,"8509",KHH,高雄市,Kaohsiung,"64000110",小港區,Xiaogang Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8072,"8072",紅7(返程延駛),Red7(Back Extend),"10250",東南客運,KHH8072,"8072",紅7(返程延駛),Red7(Back Extend),1,Kaohsiung,KHH,KHH10807255422,"10807255422",福安宮,Fuan Temple,10,120.3460693359,22.583864212,wsj86x32d,KHH4575,"4575",W,"8508",KHH,高雄市,Kaohsiung,"64000110",小港區,Xiaogang Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8072,"8072",紅7(返程延駛),Red7(Back Extend),"10250",東南客運,KHH8072,"8072",紅7(返程延駛),Red7(Back Extend),1,Kaohsiung,KHH,KHH10807255432,"10807255432",明聖街口,Mingsheng St. Intersection,11,120.3439025879,22.5832939148,wsj86rpv0,KHH4573,"4573",W,"8507",KHH,高雄市,Kaohsiung,"64000110",小港區,Xiaogang Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8072,"8072",紅7(返程延駛),Red7(Back Extend),"10250",東南客運,KHH8072,"8072",紅7(返程延駛),Red7(Back Extend),1,Kaohsiung,KHH,KHH108072113722,"108072113722",朝鳳寺(紅毛港路),Jhaofong Temple(Hongmaogang Rd.),12,120.3432693481,22.5856761932,wsj86rx71,KHH4350,"4350",N,"8900",KHH,高雄市,Kaohsiung,"64000120",鳳山區,Fengshan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8072,"8072",紅7(返程延駛),Red7(Back Extend),"10250",東南客運,KHH8072,"8072",紅7(返程延駛),Red7(Back Extend),1,Kaohsiung,KHH,KHH108072113712,"108072113712",國慶六街,Guocing 6th St.,13,120.3406677246,22.5869045258,wsj86rv6k,KHH4352,"4352",W,"8901",KHH,高雄市,Kaohsiung,"64000120",鳳山區,Fengshan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8072,"8072",紅7(返程延駛),Red7(Back Extend),"10250",東南客運,KHH8072,"8072",紅7(返程延駛),Red7(Back Extend),1,Kaohsiung,KHH,KHH10807258752,"10807258752",濟天宮(明鳳三路),Jitian Temple(Mingfong 3rd Rd.),14,120.3370819092,22.5870380402,wsj86rfg1,KHH4355,"4355",S,"8902",KHH,高雄市,Kaohsiung,"64000090",前鎮區,Qianzhen Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8072,"8072",紅7(返程延駛),Red7(Back Extend),"10250",東南客運,KHH8072,"8072",紅7(返程延駛),Red7(Back Extend),1,Kaohsiung,KHH,KHH108072113692,"108072113692",明鳳十二街口,Mingfong 12th St. Intersection,15,120.336807251,22.5860042572,wsj86rdt4,KHH4709,"4709",S,"2637",KHH,高雄市,Kaohsiung,"64000090",前鎮區,Qianzhen Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8062,"8062","8010區間車","8010Interval","10320",高雄客運,KHH8062,"8062","8010區間車","8010Interval",1,Kaohsiung,KHH,KHH108062152282,"108062152282",頭林巷口,Toulin Lane Intersection,9,120.4752502441,22.8765888214,wsjdjkx3u,KHH916,"916",S,"3273",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8062,"8062","8010區間車","8010Interval","10320",高雄客運,KHH8062,"8062","8010區間車","8010Interval",1,Kaohsiung,KHH,KHH108062152272,"108062152272",花旗山莊,Huaci Villa,10,120.4742279053,22.8729896545,wsjdj7ysu,KHH759,"759",S,"11000",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8062,"8062","8010區間車","8010Interval","10320",高雄客運,KHH8062,"8062","8010區間車","8010Interval",1,Kaohsiung,KHH,KHH108062152262,"108062152262",旗南一路,Cinan 1st Rd.,11,120.4728622437,22.8697319031,wsjdj7m9v,KHH761,"761",S,"11842",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8062,"8062","8010區間車","8010Interval","10320",高雄客運,KHH8062,"8062","8010區間車","8010Interval",1,Kaohsiung,KHH,KHH108062152252,"108062152252",和昌,Hechang,12,120.4705810547,22.864616394,wsjdj6kh0,KHH763,"763",SW,"10888",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8062,"8062","8010區間車","8010Interval","10320",高雄客運,KHH8062,"8062","8010區間車","8010Interval",1,Kaohsiung,KHH,KHH108062152242,"108062152242",武鹿,Wulu,13,120.4685821533,22.8611392975,wsjdj3dxc,KHH766,"766",S,"10984",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8062,"8062","8010區間車","8010Interval","10320",高雄客運,KHH8062,"8062","8010區間車","8010Interval",1,Kaohsiung,KHH,KHH108062152232,"108062152232",衛光里,Weiguang Village,14,120.4685516357,22.856803894,wsjdj2fw8,KHH769,"769",S,"11935",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8062,"8062","8010區間車","8010Interval","10320",高雄客運,KHH8062,"8062","8010區間車","8010Interval",1,Kaohsiung,KHH,KHH108062152222,"108062152222",大山,Dashan,15,120.4678421021,22.8531932831,wsjdj2612,KHH290,"290",S,"10136",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8062,"8062","8010區間車","8010Interval","10320",高雄客運,KHH8062,"8062","8010區間車","8010Interval",1,Kaohsiung,KHH,KHH108062125972,"108062125972",清水寺(溪洲),Cingshuei Temple(Sijhou),16,120.466583252,22.8502235413,wsj9vrc04,KHH918,"918",S,"803",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8062,"8062","8010區間車","8010Interval","10320",高雄客運,KHH8062,"8062","8010區間車","8010Interval",1,Kaohsiung,KHH,KHH108062152202,"108062152202",溪洲國小,Sijhou Elementary School,17,120.465461731,22.8473453522,wsj9vr0r2,KHH771,"771",S,"11704",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8062,"8062","8010區間車","8010Interval","10320",高雄客運,KHH8062,"8062","8010區間車","8010Interval",1,Kaohsiung,KHH,KHH108062152192,"108062152192",溪洲,Sijhou,18,120.4644012451,22.8438911438,wsj9vnxe2,KHH773,"773",S,"11702",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8062,"8062","8010區間車","8010Interval","10320",高雄客運,KHH8062,"8062","8010區間車","8010Interval",1,Kaohsiung,KHH,KHH10806278502,"10806278502","7-11溪洲門市","7-11 Sijhou Store",19,120.4631271362,22.8397827148,wsj9vjye6,KHH775,"775",S,"129",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8062,"8062","8010區間車","8010Interval","10320",高雄客運,KHH8062,"8062","8010區間車","8010Interval",1,Kaohsiung,KHH,KHH108062152172,"108062152172",公園仔,Gongyuanzih,20,120.462562561,22.8376789093,wsj9vjqpj,KHH777,"777",S,"10402",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8062,"8062","8010區間車","8010Interval","10320",高雄客運,KHH8062,"8062","8010區間車","8010Interval",1,Kaohsiung,KHH,KHH108062152162,"108062152162",大洲國中,Da-Zou Junior High School,21,120.462272644,22.8351154327,wsj9vjjbn,KHH779,"779",S,"10183",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8062,"8062","8010區間車","8010Interval","10320",高雄客運,KHH8062,"8062","8010區間車","8010Interval",1,Kaohsiung,KHH,KHH108062152152,"108062152152",新光里,Singuang Village,22,120.4624786377,22.8322486877,wsj9vhqp7,KHH781,"781",S,"11606",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8062,"8062","8010區間車","8010Interval","10320",高雄客運,KHH8062,"8062","8010區間車","8010Interval",1,Kaohsiung,KHH,KHH10806278542,"10806278542",大竹圍,Dajhuwei,23,120.4621047974,22.8281574249,wsj9v5tzd,KHH783,"783",S,"9148",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8062,"8062","8010區間車","8010Interval","10320",高雄客運,KHH8062,"8062","8010區間車","8010Interval",1,Kaohsiung,KHH,KHH108062152132,"108062152132",尚和,Shanghe,24,120.4615020752,22.8147315979,wsj9v1m3k,KHH785,"785",S,"10900",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8063,"8063","8023區間車","8023Interval","10320",高雄客運,KHH8063,"8063","8023區間車","8023Interval",1,Kaohsiung,KHH,KHH10806373442,"10806373442","7-11溪洲門市","7-11 Sijhou Store",19,120.4631271362,22.8397827148,wsj9vjye6,KHH775,"775",S,"129",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8063,"8063","8023區間車","8023Interval","10320",高雄客運,KHH8063,"8063","8023區間車","8023Interval",1,Kaohsiung,KHH,KHH10806373432,"10806373432",公園仔,Gongyuanzih,20,120.462562561,22.8376789093,wsj9vjqpj,KHH777,"777",S,"10402",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8063,"8063","8023區間車","8023Interval","10320",高雄客運,KHH8063,"8063","8023區間車","8023Interval",1,Kaohsiung,KHH,KHH10806373422,"10806373422",大洲國中,Da-Zou Junior High School,21,120.462272644,22.8351154327,wsj9vjjbn,KHH779,"779",S,"10183",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8063,"8063","8023區間車","8023Interval","10320",高雄客運,KHH8063,"8063","8023區間車","8023Interval",1,Kaohsiung,KHH,KHH10806373412,"10806373412",新光里,Singuang Village,22,120.4624786377,22.8322486877,wsj9vhqp7,KHH781,"781",S,"11606",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8063,"8063","8023區間車","8023Interval","10320",高雄客運,KHH8063,"8063","8023區間車","8023Interval",1,Kaohsiung,KHH,KHH10806373402,"10806373402",大竹圍,Dajhuwei,23,120.4621047974,22.8281574249,wsj9v5tzd,KHH783,"783",S,"9148",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8063,"8063","8023區間車","8023Interval","10320",高雄客運,KHH8063,"8063","8023區間車","8023Interval",1,Kaohsiung,KHH,KHH10806373392,"10806373392",尚和,Shanghe,24,120.4615020752,22.8147315979,wsj9v1m3k,KHH785,"785",S,"10900",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8063,"8063","8023區間車","8023Interval","10320",高雄客運,KHH8063,"8063","8023區間車","8023Interval",1,Kaohsiung,KHH,KHH10806373382,"10806373382",叢仔坑,Congzikeng,25,120.4616622925,22.8093395233,wsj9v0md0,KHH787,"787",S,"13434",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8063,"8063","8023區間車","8023Interval","10320",高雄客運,KHH8063,"8063","8023區間車","8023Interval",1,Kaohsiung,KHH,KHH10806373372,"10806373372",南勝湖,Nansheng Lake,26,120.458946228,22.7999267578,wsj9tnee0,KHH789,"789",S,"11086",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8063,"8063","8023區間車","8023Interval","10320",高雄客運,KHH8063,"8063","8023區間車","8023Interval",1,Kaohsiung,KHH,KHH10806373362,"10806373362",德勝巷,Desheng Lane,27,120.4580383301,22.7970085144,wsj9tn4f5,KHH791,"791",S,"11904",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8063,"8063","8023區間車","8023Interval","10320",高雄客運,KHH8063,"8063","8023區間車","8023Interval",1,Kaohsiung,KHH,KHH10806373352,"10806373352",砂石場,Stone Quarry,28,120.4561691284,22.7904701233,wsj9thcs0,KHH793,"793",S,"11184",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8063,"8063","8023區間車","8023Interval","10320",高雄客運,KHH8063,"8063","8023區間車","8023Interval",1,Kaohsiung,KHH,KHH10806373342,"10806373342",嶺口,Lingkou,29,120.4492263794,22.7737789154,wsj9scu6y,KHH795,"795",SW,"12018",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8063,"8063","8023區間車","8023Interval","10320",高雄客運,KHH8063,"8063","8023區間車","8023Interval",1,Kaohsiung,KHH,KHH10806373332,"10806373332",文化院,The Cultural Institute,30,120.4460601807,22.7733020782,wsj9scf0h,KHH797,"797",W,"10441",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8063,"8063","8023區間車","8023Interval","10320",高雄客運,KHH8063,"8063","8023區間車","8023Interval",1,Kaohsiung,KHH,KHH10806373322,"10806373322",嶺口營房,Lingkou Barrack,31,120.4441070557,22.7734260559,wsj9scb8z,KHH799,"799",W,"12020",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8063,"8063","8023區間車","8023Interval","10320",高雄客運,KHH8063,"8063","8023區間車","8023Interval",1,Kaohsiung,KHH,KHH10806373312,"10806373312",南光-旗楠,Nanguang-Cinan,32,120.4406433105,22.7732143402,wsj9s9wpw,KHH801,"801",W,"537",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8063,"8063","8023區間車","8023Interval","10320",高雄客運,KHH8063,"8063","8023區間車","8023Interval",1,Kaohsiung,KHH,KHH10806373302,"10806373302",樹樺農場,Shuhua Farm,33,120.4354019165,22.7738876343,wsj9s9f7s,KHH803,"803",W,"11951",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
KHH8063,"8063","8023區間車","8023Interval","10320",高雄客運,KHH8063,"8063","8023區間車","8023Interval",1,Kaohsiung,KHH,KHH10806373292,"10806373292",五腳松,Wujiaosong,34,120.4321670532,22.7742938995,wsj9s9bjb,KHH805,"805",W,"10351",KHH,高雄市,Kaohsiung,"64000300",旗山區,Qishan Dist,2025-07-24 01:22:01.000,2025-07-25 00:38:48.000
